0	0.310397 	-0.173757 	0.536997 	0.179623 	-1.45404 	-0.247463 	
0.005	0.310397 	-0.173757 	0.536997 	0.179623 	-1.45404 	-0.247463 	
0.01	0.310397 	-0.173757 	0.536997 	0.179623 	-1.45404 	-0.247463 	
0.015	0.310398 	-0.173757 	0.536997 	0.179623 	-1.45404 	-0.247463 	
0.02	0.310399 	-0.173757 	0.536997 	0.179623 	-1.45404 	-0.247463 	
0.025	0.310401 	-0.173757 	0.536998 	0.179623 	-1.45404 	-0.247463 	
0.03	0.310403 	-0.173757 	0.536998 	0.179623 	-1.45404 	-0.247463 	
0.035	0.310406 	-0.173758 	0.536999 	0.179623 	-1.45404 	-0.247463 	
0.04	0.31041 	-0.173758 	0.536999 	0.179623 	-1.45404 	-0.247463 	
0.045	0.310414 	-0.173758 	0.537 	0.179623 	-1.45404 	-0.247463 	
0.05	0.310418 	-0.173758 	0.537001 	0.179623 	-1.45404 	-0.247463 	
0.055	0.310423 	-0.173758 	0.537002 	0.179623 	-1.45404 	-0.247463 	
0.06	0.310429 	-0.173758 	0.537003 	0.179623 	-1.45404 	-0.247463 	
0.065	0.310435 	-0.173758 	0.537004 	0.179623 	-1.45404 	-0.247463 	
0.07	0.310442 	-0.173758 	0.537005 	0.179623 	-1.45404 	-0.247463 	
0.075	0.310449 	-0.173758 	0.537006 	0.179623 	-1.45404 	-0.247463 	
0.08	0.310457 	-0.173759 	0.537008 	0.179623 	-1.45404 	-0.247463 	
0.085	0.310465 	-0.173759 	0.537009 	0.179623 	-1.45404 	-0.247463 	
0.09	0.310475 	-0.173759 	0.537011 	0.179623 	-1.45404 	-0.247463 	
0.095	0.310483 	-0.173759 	0.537013 	0.179623 	-1.45404 	-0.247463 	
0.1	0.310494 	-0.173759 	0.537015 	0.179623 	-1.45404 	-0.247463 	
0.105	0.310505 	-0.173759 	0.537017 	0.179623 	-1.45404 	-0.247463 	
0.11	0.310516 	-0.17376 	0.537019 	0.179623 	-1.45404 	-0.247463 	
0.115	0.310527 	-0.17376 	0.537021 	0.179623 	-1.45404 	-0.247463 	
0.12	0.310539 	-0.17376 	0.537023 	0.179623 	-1.45404 	-0.247463 	
0.125	0.310552 	-0.17376 	0.537026 	0.179623 	-1.45404 	-0.247463 	
0.13	0.310565 	-0.173761 	0.537028 	0.179623 	-1.45404 	-0.247463 	
0.135	0.310579 	-0.173761 	0.537031 	0.179623 	-1.45404 	-0.247463 	
0.14	0.310593 	-0.173761 	0.537033 	0.179623 	-1.45404 	-0.247463 	
0.145	0.310608 	-0.173762 	0.537036 	0.179623 	-1.45404 	-0.247463 	
0.15	0.310623 	-0.173762 	0.537039 	0.179623 	-1.45404 	-0.247463 	
0.155	0.310639 	-0.173762 	0.537042 	0.179623 	-1.45404 	-0.247463 	
0.16	0.310656 	-0.173762 	0.537045 	0.179623 	-1.45404 	-0.247463 	
0.165	0.31061 	-0.173747 	0.537029 	0.178002 	-1.4529 	-0.24523 	
0.17	0.310628 	-0.173748 	0.537032 	0.178002 	-1.4529 	-0.24523 	
0.175	0.310646 	-0.173748 	0.537036 	0.178002 	-1.4529 	-0.24523 	
0.18	0.310664 	-0.173748 	0.537039 	0.178002 	-1.4529 	-0.24523 	
0.185	0.310683 	-0.173749 	0.537043 	0.178002 	-1.4529 	-0.24523 	
0.19	0.310703 	-0.173749 	0.537046 	0.178002 	-1.4529 	-0.24523 	
0.195	0.310723 	-0.17375 	0.53705 	0.178002 	-1.4529 	-0.24523 	
0.2	0.310743 	-0.17375 	0.537054 	0.178002 	-1.4529 	-0.24523 	
0.205	0.310765 	-0.17375 	0.537058 	0.178002 	-1.4529 	-0.24523 	
0.21	0.310786 	-0.173751 	0.537062 	0.178002 	-1.4529 	-0.24523 	
0.215	0.310808 	-0.173751 	0.537066 	0.178002 	-1.4529 	-0.24523 	
0.22	0.310831 	-0.173751 	0.53707 	0.178002 	-1.4529 	-0.24523 	
0.225	0.310793 	-0.173737 	0.537056 	0.176405 	-1.45178 	-0.24303 	
0.23	0.310817 	-0.173737 	0.53706 	0.176405 	-1.45178 	-0.24303 	
0.235	0.310841 	-0.173738 	0.537065 	0.176405 	-1.45178 	-0.24303 	
0.24	0.310866 	-0.173738 	0.537069 	0.176405 	-1.45178 	-0.24303 	
0.245	0.310891 	-0.173739 	0.537074 	0.176405 	-1.45178 	-0.24303 	
0.25	0.310917 	-0.173739 	0.537079 	0.176405 	-1.45178 	-0.24303 	
0.255	0.310943 	-0.17374 	0.537083 	0.176405 	-1.45178 	-0.24303 	
0.26	0.31097 	-0.17374 	0.537088 	0.176405 	-1.45178 	-0.24303 	
0.265	0.310998 	-0.173741 	0.537093 	0.176405 	-1.45178 	-0.24303 	
0.27	0.311025 	-0.173741 	0.537099 	0.176405 	-1.45178 	-0.24303 	
0.275	0.310989 	-0.173726 	0.537084 	0.174713 	-1.45059 	-0.240698 	
0.28	0.311018 	-0.173727 	0.53709 	0.174713 	-1.45059 	-0.240698 	
0.285	0.311047 	-0.173727 	0.537095 	0.174713 	-1.45059 	-0.240698 	
0.29	0.311077 	-0.173728 	0.537101 	0.174713 	-1.45059 	-0.240698 	
0.295	0.311107 	-0.173728 	0.537106 	0.174713 	-1.45059 	-0.240698 	
0.3	0.311138 	-0.173729 	0.537112 	0.174713 	-1.45059 	-0.240698 	
0.305	0.31117 	-0.173729 	0.537118 	0.174713 	-1.45059 	-0.240698 	
0.31	0.311202 	-0.17373 	0.537124 	0.174713 	-1.45059 	-0.240698 	
0.315	0.311172 	-0.173716 	0.537111 	0.173101 	-1.44946 	-0.238478 	
0.32	0.311205 	-0.173716 	0.537117 	0.173101 	-1.44946 	-0.238478 	
0.325	0.311239 	-0.173717 	0.537123 	0.173101 	-1.44946 	-0.238478 	
0.33	0.311272 	-0.173717 	0.537129 	0.173101 	-1.44946 	-0.238478 	
0.335	0.311307 	-0.173718 	0.537136 	0.173101 	-1.44946 	-0.238478 	
0.34	0.311342 	-0.173718 	0.537142 	0.173101 	-1.44946 	-0.238478 	
0.345	0.311377 	-0.173719 	0.537149 	0.173101 	-1.44946 	-0.238478 	
0.35	0.311352 	-0.173706 	0.537137 	0.171523 	-1.44836 	-0.236304 	
0.355	0.311389 	-0.173706 	0.537144 	0.171523 	-1.44836 	-0.236304 	
0.36	0.311426 	-0.173707 	0.537151 	0.171523 	-1.44836 	-0.236304 	
0.365	0.311463 	-0.173707 	0.537158 	0.171523 	-1.44836 	-0.236304 	
0.37	0.311501 	-0.173708 	0.537165 	0.171523 	-1.44836 	-0.236304 	
0.375	0.31154 	-0.173708 	0.537172 	0.171523 	-1.44836 	-0.236304 	
0.38	0.311578 	-0.173709 	0.537179 	0.171523 	-1.44836 	-0.236304 	
0.385	0.311552 	-0.173694 	0.537166 	0.169808 	-1.44716 	-0.233941 	
0.39	0.311591 	-0.173695 	0.537174 	0.169808 	-1.44716 	-0.233941 	
0.395	0.311632 	-0.173696 	0.537181 	0.169808 	-1.44716 	-0.233941 	
0.4	0.311673 	-0.173696 	0.537188 	0.169808 	-1.44716 	-0.233941 	
0.405	0.311714 	-0.173697 	0.537196 	0.169808 	-1.44716 	-0.233941 	
0.41	0.311756 	-0.173697 	0.537204 	0.169808 	-1.44716 	-0.233941 	
0.415	0.311735 	-0.173684 	0.537193 	0.168191 	-1.44602 	-0.231713 	
0.42	0.311778 	-0.173685 	0.537201 	0.168191 	-1.44602 	-0.231713 	
0.425	0.311821 	-0.173685 	0.537209 	0.168191 	-1.44602 	-0.231713 	
0.43	0.311865 	-0.173686 	0.537217 	0.168191 	-1.44602 	-0.231713 	
0.435	0.311909 	-0.173686 	0.537225 	0.168191 	-1.44602 	-0.231713 	
0.44	0.311954 	-0.173687 	0.537233 	0.168191 	-1.44602 	-0.231713 	
0.445	0.311933 	-0.173673 	0.537222 	0.166484 	-1.44483 	-0.229361 	
0.45	0.311978 	-0.173673 	0.53723 	0.166484 	-1.44483 	-0.229361 	
0.455	0.312024 	-0.173674 	0.537239 	0.166484 	-1.44483 	-0.229361 	
0.46	0.312071 	-0.173675 	0.537247 	0.166484 	-1.44483 	-0.229361 	
0.465	0.312118 	-0.173675 	0.537256 	0.166484 	-1.44483 	-0.229361 	
0.47	0.312165 	-0.173676 	0.537264 	0.166484 	-1.44483 	-0.229361 	
0.475	0.312142 	-0.173661 	0.537252 	0.164671 	-1.44355 	-0.226864 	
0.48	0.312191 	-0.173662 	0.537261 	0.164671 	-1.44355 	-0.226864 	
0.485	0.312239 	-0.173662 	0.53727 	0.164671 	-1.44355 	-0.226864 	
0.49	0.312289 	-0.173663 	0.537279 	0.164671 	-1.44355 	-0.226864 	
0.495	0.312338 	-0.173663 	0.537288 	0.164671 	-1.44355 	-0.226864 	
0.5	0.312325 	-0.173651 	0.537279 	0.163048 	-1.44242 	-0.224627 	
0.505	0.312376 	-0.173651 	0.537288 	0.163048 	-1.44242 	-0.224627 	
0.51	0.312427 	-0.173652 	0.537297 	0.163048 	-1.44242 	-0.224627 	
0.515	0.312478 	-0.173652 	0.537307 	0.163048 	-1.44242 	-0.224627 	
0.52	0.31253 	-0.173653 	0.537316 	0.163048 	-1.44242 	-0.224627 	
0.525	0.312517 	-0.17364 	0.537307 	0.161379 	-1.44125 	-0.222329 	
0.53	0.31257 	-0.17364 	0.537317 	0.161379 	-1.44125 	-0.222329 	
0.535	0.312623 	-0.173641 	0.537326 	0.161379 	-1.44125 	-0.222329 	
0.54	0.312677 	-0.173641 	0.537336 	0.161379 	-1.44125 	-0.222329 	
0.545	0.312731 	-0.173642 	0.537346 	0.161379 	-1.44125 	-0.222329 	
0.55	0.312718 	-0.173629 	0.537336 	0.159643 	-1.44003 	-0.219937 	
0.555	0.312773 	-0.173629 	0.537346 	0.159643 	-1.44003 	-0.219937 	
0.56	0.312828 	-0.173629 	0.537356 	0.159643 	-1.44003 	-0.219937 	
0.565	0.312884 	-0.17363 	0.537366 	0.159643 	-1.44003 	-0.219937 	
0.57	0.31294 	-0.17363 	0.537377 	0.159643 	-1.44003 	-0.219937 	
0.575	0.312926 	-0.173617 	0.537367 	0.157839 	-1.43876 	-0.217451 	
0.58	0.312983 	-0.173617 	0.537377 	0.157839 	-1.43876 	-0.217451 	
